piece;date;journal;compte;libelle;debit;credit;code_tva;tiers;reference
BQ202500159;20/04/2025;BQ;511100;Encaissement FV202503-0185;4422,39;;NA;C0019;FV202503-0185
BQ202500159;20/04/2025;BQ;401100;LOUIS PAYET S.A. - reglement;;4422,39;NA;C0019;FV202503-0185
BQ202500240;20/04/2025;BQ;511100;Encaissement FV202503-0292;3267,70;;NA;C0006;FV202503-0292
BQ202500240;20/04/2025;BQ;401100;FONTAINE LE ROUX SARL - reglement;;3267,70;NA;C0006;FV202503-0292
BQ202500175;21/04/2025;BQ;511100;Encaissement FV202503-0206;8599,26;;NA;C0012;FV202503-0206
BQ202500175;21/04/2025;BQ;401100;CORDIER - reglement;;8599,26;NA;C0012;FV202503-0206
BQ202500266;21/04/2025;BQ;441100;GRONDIN - reglement;4808,37;;NA;F0020;FA202502-0023
BQ202500266;21/04/2025;BQ;511100;Paiement FA202502-0023;;4808,37;NA;F0020;FA202502-0023
BQ202500281;21/04/2025;BQ;441100;ROY BOUVIER SARL - reglement;9075,56;;NA;F0005;FA202503-0039
BQ202500281;21/04/2025;BQ;511100;Paiement FA202503-0039;;9075,56;NA;F0005;FA202503-0039
BQ202500421;21/04/2025;BQ;441100;ALVES - reglement;11094,67;;NA;F0002;FA202502-0219
BQ202500421;21/04/2025;BQ;511100;Paiement FA202502-0219;;11094,67;NA;F0002;FA202502-0219
BQ202500439;21/04/2025;BQ;441100;PHILIPPE - reglement;4556,86;;NA;F0022;FA202502-0243
BQ202500439;21/04/2025;BQ;511100;Paiement FA202502-0243;;4556,86;NA;F0022;FA202502-0243
AC202500007;22/04/2025;AC;606000;Achat de marchandises;5430,28;;A17;F0003;FA202504-0007
AC202500007;22/04/2025;AC;421611;TVA deductible 17%;923,15;;NA;F0003;FA202504-0007
AC202500007;22/04/2025;AC;441100;THIBAULT BOUCHET SARL - Achat de marchandises;;6353,43;NA;F0003;FA202504-0007
AC202500084;22/04/2025;AC;606000;Achat de marchandises - taux reduit;2810,65;;A8;F0002;FA202504-0084
AC202500084;22/04/2025;AC;421613;TVA deductible 8%;224,85;;NA;F0002;FA202504-0084
AC202500084;22/04/2025;AC;441100;ALVES - Achat de marchandises - taux reduit;;3035,50;NA;F0002;FA202504-0084
AC202500126;22/04/2025;AC;606000;Achat de marchandises;8732,71;;A17;F0010;FA202504-0126
AC202500126;22/04/2025;AC;421611;TVA deductible 17%;1484,56;;NA;F0010;FA202504-0126
AC202500126;22/04/2025;AC;441100;JACQUES S.A. - Achat de marchandises;;10217,27;NA;F0010;FA202504-0126
AC202500210;22/04/2025;AC;607100;Fournitures de bureau;556,69;;A17;F0001;FA202504-0210
AC202500210;22/04/2025;AC;421611;TVA deductible 17%;94,64;;NA;F0001;FA202504-0210
AC202500210;22/04/2025;AC;441100;MARQUES - Fournitures de bureau;;651,33;NA;F0001;FA202504-0210
AC202500226;22/04/2025;AC;613000;Prime d'assurance;2362,30;;A0;F0020;FA202504-0226
AC202500226;22/04/2025;AC;441100;GRONDIN - Prime d'assurance;;2362,30;NA;F0020;FA202504-0226
VE202500017;22/04/2025;VE;401100;BONNIN SA - Produit annexe - taux intermediaire;1519,35;;NA;C0014;FV202504-0017
VE202500017;22/04/2025;VE;708000;Produit annexe - taux intermediaire;;1332,76;S14;C0014;FV202504-0017
VE202500017;22/04/2025;VE;461412;TVA collectee 14%;;186,59;NA;C0014;FV202504-0017
VE202500017;22/04/2025;VE;748000;Ligne sans montant;;;NA;C0014;FV202504-0017
VE202500111;22/04/2025;VE;401100;LOUIS PAYET S.A. - Vente de marchandises;3128,57;;NA;C0019;FV202504-0111
VE202500111;22/04/2025;VE;702000;Vente de marchandises;;2673,99;S17;C0019;FV202504-0111
VE202500111;22/04/2025;VE;461411;TVA collectee 17%;;454,58;NA;C0019;FV202504-0111
VE202500230;22/04/2025;VE;401100;BRUNEAU S.A.S. - Vente de marchandises;2268,70;;NA;C0022;FV202504-0230
VE202500230;22/04/2025;VE;702000;Vente de marchandises;;1939,06;S17;C0022;FV202504-0230
VE202500230;22/04/2025;VE;461411;TVA collectee 17%;;329,64;NA;C0022;FV202504-0230
AC202500051;24/04/2025;AC;612000;Entretien et reparations;2971,44;;A17;F0007;FA202504-0051
AC202500051;24/04/2025;AC;421611;TVA deductible 17%;505,14;;NA;F0007;FA202504-0051
AC202500051;24/04/2025;AC;441100;BOUTIN SARL - Entretien et reparations;;3476,58;NA;F0007;FA202504-0051
AC202500108;24/04/2025;AC;612000;Entretien et reparations;2239,65;;A17;F0021;FA202504-0108
AC202500108;24/04/2025;AC;421611;TVA deductible 17%;380,74;;NA;F0021;FA202504-0108
AC202500108;24/04/2025;AC;441100;FOURNIER - Entretien et reparations;;2620,39;NA;F0021;FA202504-0108
AC202500135;24/04/2025;AC;617000;Telecommunications;1042,24;;A17;F0005;FA202504-0135
AC202500135;24/04/2025;AC;421611;TVA deductible 17%;177,18;;NA;F0005;FA202504-0135
AC202500135;24/04/2025;AC;441100;ROY BOUVIER SARL - Telecommunications;;1219,42;NA;F0005;FA202504-0135
AC202500228;24/04/2025;AC;60;Abonnements logiciels;1454,06;;A17;F0008;FA202504-0228
AC202500228;24/04/2025;AC;421611;TVA deductible 17%;247,19;;NA;F0008;FA202504-0228
AC202500228;24/04/2025;AC;441100;DUVAL - Abonnements logiciels;;1701,25;NA;F0008;FA202504-0228
VE202500271;24/04/2025;VE;401100;JACQUET SARL - Prestation de services;1086,03;;NA;C0009;FV202504-0271
VE202500271;24/04/2025;VE;704000;Prestation de services;;928,23;S17;C0009;FV202504-0271
VE202500271;24/04/2025;VE;461411;TVA collectee 17%;;157,80;NA;C0009;FV202504-0271
AC202500013;25/04/2025;AC;616200;Frais de restaurant;327,67;;A3;F0002;FA202504-0013
AC202500013;25/04/2025;AC;421614;TVA deductible 3%;9,83;;NA;F0002;FA202504-0013
AC202500013;25/04/2025;AC;441100;ALVES - Frais de restaurant;;337,50;NA;F0002;FA202504-0013
AC202500034;25/04/2025;AC;612000;Entretien et reparations;270,63;;A17;F0014;FA202504-0034
AC202500034;25/04/2025;AC;421611;TVA deductible 17%;46,01;;NA;F0014;FA202504-0034
AC202500034;25/04/2025;AC;441100;BOUSQUET - Entretien et reparations;;316,64;NA;F0014;FA202504-0034
OD202500004;25/04/2025;OD;621000;Salaires bruts 04/2025;23937,80;;NA;;PAIE-04
OD202500004;25/04/2025;OD;622000;Charges patronales 04/2025;3111,91;;NA;;PAIE-04
OD202500004;25/04/2025;OD;462000;Cotisations CCSS;;6104,13;NA;;PAIE-04
OD202500004;25/04/2025;OD;471000;Net a payer;;20945,58;NA;;PAIE-04
VE202500133;25/04/2025;VE;401100;COLLET - Prestation de services;258,07;;NA;C0023;FV202504-0133
VE202500133;25/04/2025;VE;704000;Prestation de services;;220,57;S17;C0023;FV202504-0133
VE202500133;25/04/2025;VE;461411;TVA collectee 17%;;37,50;NA;C0023;FV202504-0133
VE202500137;25/04/2025;VE;401100;FAIVRE LELEU ET FILS - Prestation de services;2966,17;;NA;C0003;FV202504-0137
VE202500137;25/04/2025;VE;704000;Prestation de services;;2535,19;S17;C0003;FV202504-0137
VE202500137;25/04/2025;VE;461411;TVA collectee 17%;;430,98;NA;C0003;FV202504-0137
VE202500201;25/04/2025;VE;401100;JOLY S.A.R.L. - Vente de produits finis;19306,53;;NA;C0002;FV202504-0201
VE202500201;25/04/2025;VE;705000;Vente de produits finis;;16501,31;S17;C0002;FV202504-0201
VE202500201;25/04/2025;VE;461411;TVA collectee 17%;;2805,22;NA;C0002;FV202504-0201
VE202500205;25/04/2025;VE;401100;DOS SANTOS BESNARD SA - Vente de marchandises;6303,40;;NA;C0026;FV202504-0205
VE202500205;25/04/2025;VE;702000;Vente de marchandises;;5387,52;S17;C0026;FV202504-0205
VE202500205;25/04/2025;VE;461411;TVA collectee 17%;;915,88;NA;C0026;FV202504-0205
VE202500238;25/04/2025;VE;401100;JACQUOT ET FILS - Prestation de services;17549,10;;NA;C0027;FV202504-0238
VE202500238;25/04/2025;VE;704000;Prestation de services;;14999,23;S17;C0027;FV202504-0238
VE202500238;25/04/2025;VE;461411;TVA collectee 17%;;2549,87;NA;C0027;FV202504-0238
BQ202500064;27/04/2025;BQ;511100;Encaissement FV202504-0074;3198,70;;NA;C0018;FV202504-0074
BQ202500064;27/04/2025;BQ;401100;BOUVET - reglement;;3198,70;NA;C0018;FV202504-0074
BQ202500232;27/04/2025;BQ;511100;Encaissement FV202503-0284;1112,00;;NA;C0001;FV202503-0284
BQ202500232;27/04/2025;BQ;401100;ROUSSEL - reglement;;1112,00;NA;C0001;FV202503-0284
AC202500059;28/04/2025;AC;607100;Fournitures de bureau;741,09;;A17;F0021;FA202504-0059
AC202500059;28/04/2025;AC;421611;TVA deductible 17%;125,99;;NA;F0021;FA202504-0059
AC202500059;28/04/2025;AC;441100;FOURNIER - Fournitures de bureau;;867,08;NA;F0021;FA202504-0059
AC202500112;28/04/2025;AC;606000;Achat de marchandises;11415,85;;A17;F0013;FA202504-0112
AC202500112;28/04/2025;AC;421611;TVA deductible 17%;1940,69;;NA;F0013;FA202504-0112
AC202500112;28/04/2025;AC;441100;FERRAND - Achat de marchandises;;13356,54;NA;F0013;FA202504-0112
AC202500202;28/04/2025;AC;606000;Achat de marchandises;8030,52;;A17;F0003;FA202504-0202
AC202500202;28/04/2025;AC;421611;TVA deductible 17%;1365,19;;NA;F0003;FA202504-0202
AC202500202;28/04/2025;AC;441100;THIBAULT BOUCHET SARL - Achat de marchandises;;9395,71;NA;F0003;FA202504-0202
BQ202500168;28/04/2025;BQ;511100;Encaissement FV202504-0194;1525,89;;NA;C0025;FV202504-0194
BQ202500168;28/04/2025;BQ;401100;REY - reglement;;1525,89;NA;C0025;FV202504-0194
BQ202500450;28/04/2025;BQ;618000;Frais de tenue de compte;30,49;;NA;;BQ-FRAIS-04
BQ202500450;28/04/2025;BQ;511100;Frais bancaires;;30,49;NA;;BQ-FRAIS-04
BQ202500451;28/04/2025;BQ;192100;Remboursement emprunt - capital;1600,00;;NA;;EMP-04
BQ202500451;28/04/2025;BQ;655000;Interets de l'emprunt;235,60;;NA;;EMP-04
BQ202500451;28/04/2025;BQ;511100;Echeance emprunt;;1835,60;NA;;EMP-04
BQ202500474;28/04/2025;BQ;471000;Virement des salaires;20945,58;;NA;;PAIE-04
BQ202500474;28/04/2025;BQ;511100;Virement des salaires;;20945,58;NA;;PAIE-04
BQ202500475;28/04/2025;BQ;462000;Paiement CCSS;6104,13;;NA;;CCSS-04
BQ202500475;28/04/2025;BQ;511100;Paiement CCSS;;6104,13;NA;;CCSS-04
VE202500004;29/04/2025;VE;401100;HENRY - Vente de marchandises - taux reduit;3420,22;;NA;C0010;FV202504-0004
VE202500004;29/04/2025;VE;702000;Vente de marchandises - taux reduit;;3166,87;S8;C0010;FV202504-0004
VE202500004;29/04/2025;VE;461413;TVA collectee 8%;;253,35;NA;C0010;FV202504-0004
AC202500155;30/04/2025;AC;606000;Achat de marchandises;9091,96;;A17;F0007;FA202504-0155
AC202500155;30/04/2025;AC;421611;TVA deductible 17%;1545,63;;NA;F0007;FA202504-0155
AC202500155;30/04/2025;AC;441100;BOUTIN SARL - Achat de marchandises;;10637,59;NA;F0007;FA202504-0155
AC202500227;30/04/2025;AC;613000;Prime d'assurance;2204,07;;A0;F0020;FA202504-0227
AC202500227;30/04/2025;AC;441100;GRONDIN - Prime d'assurance;;2204,07;NA;F0020;FA202504-0227
BQ202500058;30/04/2025;BQ;511100;Encaissement FV202504-0068;1809,78;;NA;C0021;FV202504-0068
BQ202500058;30/04/2025;BQ;401100;FISCHER - reglement;;1809,78;NA;C0021;FV202504-0068
BQ202500433;30/04/2025;BQ;441100;PHILIPPE - reglement;3862,42;;NA;F0022;FA202503-0237
BQ202500433;30/04/2025;BQ;511100;Paiement FA202503-0237;;3862,42;NA;F0022;FA202503-0237
OD202500022;30/04/2025;OD;461413;Solde TVA collectee 04/2025;753,14;;NA;;TVA-04
OD202500022;30/04/2025;OD;461412;Solde TVA collectee 04/2025;186,59;;NA;;TVA-04
OD202500022;30/04/2025;OD;461411;Solde TVA collectee 04/2025;17971,33;;NA;;TVA-04
OD202500022;30/04/2025;OD;421611;Solde TVA deductible 04/2025;;11673,25;NA;;TVA-04
OD202500022;30/04/2025;OD;421614;Solde TVA deductible 04/2025;;11,38;NA;;TVA-04
OD202500022;30/04/2025;OD;421613;Solde TVA deductible 04/2025;;509,19;NA;;TVA-04
OD202500022;30/04/2025;OD;461500;TVA due 04/2025;;6717,24;NA;;TVA-04
VE202500138;30/04/2025;VE;401100;LECLERCQ S.A.S. - Vente de marchandises;3024,11;;NA;C0020;FV202504-0138
VE202500138;30/04/2025;VE;702000;Vente de marchandises;;2584,71;S17;C0020;FV202504-0138
VE202500138;30/04/2025;VE;461411;TVA collectee 17%;;439,40;NA;C0020;FV202504-0138
VE202500183;30/04/2025;VE;401100;BONNIN SA - Prestation de services;9742,16;;NA;C0014;FV202504-0183
VE202500183;30/04/2025;VE;704000;Prestation de services;;8326,63;S17;C0014;FV202504-0183
VE202500183;30/04/2025;VE;461411;TVA collectee 17%;;1415,53;NA;C0014;FV202504-0183
AC202500032;01/05/2025;AC;614100;Honoraires comptables;2759,24;;A17;F0001;FA202505-0032
AC202500032;01/05/2025;AC;421611;TVA deductible 17%;469,07;;NA;F0001;FA202505-0032
AC202500032;01/05/2025;AC;441100;MARQUES - Honoraires comptables;;3228,31;NA;F0001;FA202505-0032
BQ202500305;01/05/2025;BQ;441100;FOUCHER - reglement;543,15;;NA;F0018;FA202504-0067
BQ202500305;01/05/2025;BQ;511100;Paiement FA202504-0067;;543,15;NA;F0018;FA202504-0067
VE202500128;01/05/2025;VE;401100;ROUSSEL - Exportation hors UE;5958,37;;NA;C0001;FV202505-0128
VE202500128;01/05/2025;VE;702000;Exportation hors UE;;5958,37;SEX;C0001;FV202505-0128
AC202500078;02/05/2025;AC;607200;Electricite et gaz;1280,54;;A8;F0016;FA202505-0078
AC202500078;02/05/2025;AC;421613;TVA deductible 8%;102,44;;NA;F0016;FA202505-0078
AC202500078;02/05/2025;AC;441100;LAPORTE MULLER SA - Electricite et gaz;;1382,98;NA;F0016;FA202505-0078
AC202500098;02/05/2025;AC;613000;Prime d'assurance;1173,99;;A0;F0014;FA202505-0098
AC202500098;02/05/2025;AC;441100;BOUSQUET - Prime d'assurance;;1173,99;NA;F0014;FA202505-0098
BQ202500103;02/05/2025;BQ;511100;Encaissement FV202503-0119;7182,67;;NA;C0028;FV202503-0119
BQ202500103;02/05/2025;BQ;401100;PARENT - reglement;;7182,67;NA;C0028;FV202503-0119
BQ202500301;02/05/2025;BQ;441100;JACQUES S.A. - reglement;1217,26;;NA;F0010;FA202503-0063
BQ202500301;02/05/2025;BQ;511100;Paiement FA202503-0063;;1217,26;NA;F0010;FA202503-0063
BQ202500413;02/05/2025;BQ;441100;JACQUES S.A. - reglement;2326,24;;NA;F0010;FA202503-0206
BQ202500413;02/05/2025;BQ;511100;Paiement FA202503-0206;;2326,24;NA;F0010;FA202503-0206
BQ202500150;03/05/2025;BQ;511100;Encaissement FV202504-0173;1254,35;;NA;C0001;FV202504-0173
BQ202500150;03/05/2025;BQ;401100;ROUSSEL - reglement;;1254,35;NA;C0001;FV202504-0173
BQ202500306;04/05/2025;BQ;441100;BOUTIN SARL - reglement;808,14;;NA;F0007;FA202504-0068
BQ202500306;04/05/2025;BQ;511100;Paiement FA202504-0068;;808,14;NA;F0007;FA202504-0068
BQ202500405;04/05/2025;BQ;441100;LEGRAND BOURDON ET FILS - reglement;5620,34;;NA;F0015;FA202503-0195
BQ202500405;04/05/2025;BQ;511100;Paiement FA202503-0195;;5620,34;NA;F0015;FA202503-0195
AC202500207;07/05/2025;AC;614100;Honoraires comptables;3012,50;;A17;F0001;FA202505-0207
AC202500207;07/05/2025;AC;421611;TVA deductible 17%;512,12;;NA;F0001;FA202505-0207
AC202500207;07/05/2025;AC;441100;MARQUES - Honoraires comptables;;3524,62;NA;F0001;FA202505-0207
BQ202500116;07/05/2025;BQ;511100;Encaissement FV202504-0133;258,07;;NA;C0023;FV202504-0133
BQ202500116;07/05/2025;BQ;401100;COLLET - reglement;;258,07;NA;C0023;FV202504-0133
VE202500005;07/05/2025;VE;401100;FISCHER - Prestation de services;3118,87;;NA;C0021;FV202505-0005
VE202500005;07/05/2025;VE;704000;Prestation de services;;2665,70;S17;C0021;FV202505-0005
VE202500005;07/05/2025;VE;461411;TVA collectee 17%;;373,20;NA;C0021;FV202505-0005
AC202500224;08/05/2025;AC;614100;Honoraires comptables;3590,03;;A17;F0004;FA202505-0224
AC202500224;08/05/2025;AC;421611;TVA deductible 17%;610,31;;NA;F0004;FA202505-0224
AC202500224;08/05/2025;AC;441100;BOURDON S.A.R.L. - Honoraires comptables;;4200,34;NA;F0004;FA202505-0224
BQ202500087;08/05/2025;BQ;511100;Encaissement FV202503-0097;6010,24;;NA;C0026;FV202503-0097
BQ202500087;08/05/2025;BQ;401100;DOS SANTOS BESNARD SA - reglement;;6010,24;NA;C0026;FV202503-0097
BQ202500237;08/05/2025;BQ;511100;Encaissement FV202503-0289;11100,69;;NA;C0019;FV202503-0289
BQ202500237;08/05/2025;BQ;401100;LOUIS PAYET S.A. - reglement;;11100,69;NA;C0019;FV202503-0289
BQ202500387;08/05/2025;BQ;441100;GRÉGOIRE - reglement;53,34;;NA;F0012;FA202504-0169
BQ202500387;08/05/2025;BQ;511100;Paiement FA202504-0169;;53,34;NA;F0012;FA202504-0169
VE202500176;08/05/2025;VE;401100;JACQUET - Vente de marchandises;2507,35;;NA;C0015;FV202505-0176
VE202500176;08/05/2025;VE;702000;Vente de marchandises;;2143,03;S17;C0015;FV202505-0176
VE202500176;08/05/2025;VE;461411;TVA collectee 17%;;364,32;NA;C0015;FV202505-0176
VE202500241;08/05/2025;VE;401100;LECLERCQ S.A.S. - Prestation de services;14115,21;;NA;C0020;FV202505-0241
VE202500241;08/05/2025;VE;704000;Prestation de services;;12064,28;S17;C0020;FV202505-0241
VE202500241;08/05/2025;VE;461411;TVA collectee 17%;;2050,93;NA;C0020;FV202505-0241
BQ202500003;09/05/2025;BQ;511100;Encaissement FV202504-0003;6747,20;;NA;C0023;FV202504-0003
BQ202500003;09/05/2025;BQ;401100;COLLET - reglement;;6747,20;NA;C0023;FV202504-0003
BQ202500060;09/05/2025;BQ;511100;Encaissement FV202504-0070;413,41;;NA;C0018;FV202504-0070
BQ202500060;09/05/2025;BQ;401100;BOUVET - reglement;;413,41;NA;C0018;FV202504-0070
BQ202500067;09/05/2025;BQ;511100;Encaissement FV202503-0077;1096,00;;NA;C0018;FV202503-0077
BQ202500067;09/05/2025;BQ;401100;BOUVET - reglement;;1096,00;NA;C0018;FV202503-0077
BQ202500019;10/05/2025;BQ;511100;Encaissement FV202503-0023;9195,57;;NA;C0005;FV202503-0023
BQ202500019;10/05/2025;BQ;401100;BARTHELEMY S.A.S. - reglement;;9195,57;NA;C0005;FV202503-0023
BQ202500182;10/05/2025;BQ;511100;Encaissement FV202503-0215;6508,60;;NA;C0026;FV202503-0215
BQ202500182;10/05/2025;BQ;401100;DOS SANTOS BESNARD SA - reglement;;6508,60;NA;C0026;FV202503-0215
BQ202500010;11/05/2025;BQ;511100;Encaissement FV202503-0014;1456,14;;NA;C0021;FV202503-0014
BQ202500010;11/05/2025;BQ;401100;FISCHER - reglement;;1456,14;NA;C0021;FV202503-0014
BQ202500027;11/05/2025;BQ;511100;Encaissement FV202504-0033;1208,88;;NA;C0001;FV202504-0033
BQ202500027;11/05/2025;BQ;401100;ROUSSEL - reglement;;1208,88;NA;C0001;FV202504-0033
BQ202500146;11/05/2025;BQ;511100;Encaissement FV202503-0168;2119,47;;NA;C0021;FV202503-0168
BQ202500146;11/05/2025;BQ;401100;FISCHER - reglement;;2119,47;NA;C0021;FV202503-0168
BQ202500201;11/05/2025;BQ;511100;Encaissement FV202504-0238;17549,10;;NA;C0027;FV202504-0238
BQ202500201;11/05/2025;BQ;401100;JACQUOT ET FILS - reglement;;17549,10;NA;C0027;FV202504-0238
BQ202500284;11/05/2025;BQ;441100;ROCHE SARL - reglement;1477,02;;NA;F0009;FA202503-0043
BQ202500284;11/05/2025;BQ;511100;Paiement FA202503-0043;;1477,02;NA;F0009;FA202503-0043
BQ202500388;11/05/2025;BQ;441100;MARQUES - reglement;451,44;;NA;F0001;FA202504-0171
BQ202500388;11/05/2025;BQ;511100;Paiement FA202504-0171;;451,44;NA;F0001;FA202504-0171
AC202500160;12/05/2025;AC;606000;Achat de marchandises;3942,09;;A17;F0002;FA202505-0160
AC202500160;12/05/2025;AC;421611;TVA deductible 17%;670,16;;NA;F0002;FA202505-0160
AC202500160;12/05/2025;AC;441100;ALVES - Achat de marchandises;;4612,25;NA;F0002;FA202505-0160
BQ202500289;12/05/2025;BQ;441100;BOURDON S.A.R.L. - reglement;2712,75;;NA;F0004;FA202503-0048
BQ202500289;12/05/2025;BQ;511100;Paiement FA202503-0048;;2712,75;NA;F0004;FA202503-0048
BQ202500366;12/05/2025;BQ;441100;ROY BOUVIER SARL - reglement;723,46;;NA;F0005;FA202503-0146
BQ202500366;12/05/2025;BQ;511100;Paiement FA202503-0146;;723,46;NA;F0005;FA202503-0146
BQ202500411;12/05/2025;BQ;441100;THIBAULT BOUCHET SARL - reglement;9395,71;;NA;F0003;FA202504-0202
BQ202500411;12/05/2025;BQ;511100;Paiement FA202504-0202;;9395,71;NA;F0003;FA202504-0202
VE202500197;12/05/2025;VE;401100;GIMENEZ S.A. - Vente de marchandises;4558,41;;NA;C0004;FV202505-0197
VE202500197;12/05/2025;VE;702000;Vente de marchandises;;3896,08;S17;C0004;FV202505-0197
VE202500197;12/05/2025;VE;461411;TVA collectee 17%;;662,33;NA;C0004;FV202505-0197
AC202500088;13/05/2025;AC;606000;Achat de marchandises;2587,00;;A17;F0005;FA202505-0088
AC202500088;13/05/2025;AC;421611;TVA deductible 17%;439,79;;NA;F0005;FA202505-0088
AC202500088;13/05/2025;AC;441100;ROY BOUVIER SARL - Achat de marchandises;;3026,79;NA;F0005;FA202505-0088
AC202500130;13/05/2025;AC;617000;Telecommunications;797,69;;A17;F0007;FA202505-0130
AC202500130;13/05/2025;AC;421611;TVA deductible 17%;135,61;;NA;F0007;FA202505-0130
AC202500130;13/05/2025;AC;441100;BOUTIN SARL - Telecommunications;;933,30;NA;F0007;FA202505-0130
BQ202500361;13/05/2025;BQ;441100;ROY BOUVIER SARL - reglement;1219,42;;NA;F0005;FA202504-0135
BQ202500361;13/05/2025;BQ;511100;Paiement FA202504-0135;;1219,42;NA;F0005;FA202504-0135
VE202500056;13/05/2025;VE;401100;BRUNEAU S.A.S. - Prestation de services;4669,68;;NA;C0022;FV202505-0056
VE202500056;13/05/2025;VE;704000;Prestation de services;;3991,18;S17;C0022;FV202505-0056
VE202500056;13/05/2025;VE;461411;TVA collectee 17%;;678,50;NA;C0022;FV202505-0056
VE202500098;13/05/2025;VE;401100;DOS SANTOS BESNARD SA - Prestation de services;2063,07;;NA;C0026;FV202505-0098
VE202500098;13/05/2025;VE;704000;Prestation de services;;1763,31;S17;C0026;FV202505-0098
VE202500098;13/05/2025;VE;461411;TVA collectee 17%;;299,76;NA;C0026;FV202505-0098
VE202500099;13/05/2025;VE;401100;HENRY - Vente de marchandises - taux reduit;4320,76;;NA;C0010;FV202505-0099
VE202500099;13/05/2025;VE;702000;Vente de marchandises - taux reduit;;4000,70;S8;C0010;FV202505-0099
VE202500099;13/05/2025;VE;461413;TVA collectee 8%;;320,06;NA;C0010;FV202505-0099
VE202500145;13/05/2025;VE;401100;BOUTIN DUMAS ET FILS - Prestation de services;3915,79;;NA;C0008;FV202505-0145
VE202500145;13/05/2025;VE;704000;Prestation de services;;3346,83;S17;C0008;FV202505-0145
VE202500145;13/05/2025;VE;461411;TVA collectee 17%;;568,96;NA;C0008;FV202505-0145
AC202500016;14/05/2025;AC;617000;Telecommunications;285,62;;A17;F0002;FA202505-0016
AC202500016;14/05/2025;AC;421611;TVA deductible 17%;48,56;;NA;F0002;FA202505-0016
AC202500016;14/05/2025;AC;441100;ALVES - Telecommunications;;334,18;NA;F0002;FA202505-0016
AC202500092;14/05/2025;AC;614100;Honoraires comptables;2543,98;;A17;F0007;FA202505-0092
AC202500092;14/05/2025;AC;421611;TVA deductible 17%;432,48;;NA;F0007;FA202505-0092
AC202500092;14/05/2025;AC;441100;BOUTIN SARL - Honoraires comptables;;2976,46;NA;F0007;FA202505-0092
VE202500134;14/05/2025;VE;401100;ROUSSEL - Prestation de services;2046,42;;NA;C0001;FV202505-0134
VE202500134;14/05/2025;VE;704000;Prestation de services;;1749,08;S17;C0001;FV202505-0134
VE202500134;14/05/2025;VE;461411;TVA collectee 17%;;297,34;NA;C0001;FV202505-0134
VE202500214;14/05/2025;VE;401100;CHEVALIER SARL - Vente de produits finis;2041,71;;NA;C0011;FV202505-0214
VE202500214;14/05/2025;VE;705000;Vente de produits finis;;1745,05;S17;C0011;FV202505-0214
VE202500214;14/05/2025;VE;461411;TVA collectee 17%;;296,66;NA;C0011;FV202505-0214
AC202500105;15/05/2025;AC;614200;Honoraires juridiques;671,20;;A17;F0019;FA202505-0105
AC202500105;15/05/2025;AC;421611;TVA deductible 17%;114,10;;NA;F0019;FA202505-0105
AC202500105;15/05/2025;AC;441100;LACOMBE GUIBERT S.A. - Honoraires juridiques;;785,30;NA;F0019;FA202505-0105
AC202500143;15/05/2025;AC;611000;Loyer du mois;3200,00;;A0;F0021;FA202505-0143
AC202500143;15/05/2025;AC;441100;FOURNIER - Loyer du mois;;3200,00;NA;F0021;FA202505-0143
BQ202500279;15/05/2025;BQ;441100;ROY BOUVIER SARL - reglement;2494,24;;NA;F0005;FA202503-0036
BQ202500279;15/05/2025;BQ;511100;Paiement FA202503-0036;;2494,24;NA;F0005;FA202503-0036
BQ202500424;15/05/2025;BQ;441100;GUIBERT S.A. - reglement;219,68;;NA;F0011;FA202503-0222
BQ202500424;15/05/2025;BQ;511100;Paiement FA202503-0222;;219,68;NA;F0011;FA202503-0222
BQ202500427;15/05/2025;BQ;441100;GRONDIN - reglement;2204,07;;NA;F0020;FA202504-0227
BQ202500427;15/05/2025;BQ;511100;Paiement FA202504-0227;;2204,07;NA;F0020;FA202504-0227
VE202500198;15/05/2025;VE;401100;ROUSSEL - Prestation de services;405,43;;NA;C0001;FV202505-0198
VE202500198;15/05/2025;VE;704000;Prestation de services;;346,52;S17;C0001;FV202505-0198
VE202500198;15/05/2025;VE;461411;TVA collectee 17%;;58,91;NA;C0001;FV202505-0198
AC202500035;16/05/2025;AC;611500;Charges locatives;686,47;;A17;F0009;FA202505-0035
AC202500035;16/05/2025;AC;421611;TVA deductible 17%;116,70;;NA;F0009;FA202505-0035
AC202500035;16/05/2025;AC;441100;ROCHE SARL - Charges locatives;;803,17;NA;F0009;FA202505-0035
BQ202500110;17/05/2025;BQ;511100;Encaissement FV202504-0127;5521,72;;NA;C0009;FV202504-0127
BQ202500110;17/05/2025;BQ;401100;JACQUET SARL - reglement;;5521,72;NA;C0009;FV202504-0127
AC202500061;19/05/2025;AC;601000;Achat de matieres premieres;3362,44;;A17;F0009;FA202505-0061
AC202500061;19/05/2025;AC;421611;TVA deductible 17%;571,61;;NA;F0009;FA202505-0061
AC202500061;19/05/2025;AC;441100;ROCHE SARL - Achat de matieres premieres;;3934,05;NA;F0009;FA202505-0061
VE202500113;19/05/2025;VE;401100;ROUSSEL - Prestation de services;1771,39;;NA;C0001;FV202505-0113
VE202500113;19/05/2025;VE;704000;Prestation de services;;1514,01;S17;C0001;FV202505-0113
VE202500113;19/05/2025;VE;461411;TVA collectee 17%;;257,38;NA;C0001;FV202505-0113
